coordinate,name,borough
"POINT(-73.92537787574511, 40.80061159611916)",BRONX SHORE FIELD 1,Manhattan
"POINT(-73.994872528442, 40.75994404470493)",43 STREET KID PRESCHOOL,Manhattan
"POINT(-73.92478168202459, 40.80101741407566)",BRONX SHORE FIELD 2,Manhattan
"POINT(-73.92414625053566, 40.801057731700595)",BRONX SHORE FIELD 3,Manhattan
"POINT(-73.98009706800482, 40.721295346867)",EAST 3RD ST SHLTR,Manhattan
"POINT(-73.82598694103051, 40.69054154153323)",ALL SAINTS CHURCH,Queens
"POINT(-73.90654285991843, 40.85508483209856)",MARC ACADEMY & FAMILY CENTER,The Bronx
"POINT(-73.99350600671968, 40.75264943214319)",RAMADA HOTEL,Manhattan
"POINT(-73.92293781231551, 40.800859023154224)",BRONX SHORE FIELD 4,Manhattan
"POINT(-73.92262486126621, 40.8002076471204)",BRONX SHORE FIELD 5,Manhattan
"POINT(-73.94908434451789, 40.76244747273437)",CHILD SCHOOL EASTWOOD BUILDING,Manhattan
"POINT(-73.92344044024671, 40.800383520556906)",BRONX SHORE FIELDS,Manhattan
"POINT(-73.90735394499103, 40.746726897179684)",ST SEBASTIAN PARISH CENTER,Queens
"POINT(-74.0103526982924, 40.70722238229928)",FEDERL HALL MEM MU,Manhattan
"POINT(-74.01065086963278, 40.70712376373012)",JOHN PETER ZENGER SQUARE,Manhattan
"POINT(-73.9265054412993, 40.829645457666416)",YANKEE STADIUM BALLPARK,The Bronx
"POINT(-73.91288078369143, 40.80632819540467)",R BETANCES II-13 HOUSES,The Bronx
"POINT(-74.18977171835793, 40.53044232560946)",HUGENOT PONDS PARK,Staten Island
"POINT(-73.91780050614304, 40.65949248200279)",LENOX ROAD REHABS HOUSES,Brooklyn
"POINT(-73.96667151386927, 40.77891419936425)",KING JAGIELLO STATUE,Manhattan
"POINT(-73.97279729093525, 40.77751176704511)",HERNSHEAD,Manhattan
"POINT(-73.89755674513074, 40.826859255429326)",REV J POLITE PLAYGROUND,The Bronx
"POINT(-73.95977495572183, 40.791210450051146)",CENTRAL PARK NORTH MEADOW RECREATION CENTER,Manhattan
"POINT(-73.95724378378651, 40.79230436532334)",CENTRAL PK N MEADOW,Manhattan
"POINT(-73.96527453802095, 40.77576433421305)",CENTRAL PK JAMES LEVIN PG,Manhattan
"POINT(-73.95516044129528, 40.79524201234118)",THE RAVINE,Manhattan
"POINT(-73.96542350590846, 40.75340980835839)",MOZAMBIQUE CONSULATE,Manhattan
"POINT(-74.02107561474523, 40.651477088808285)",PIER 50- 50 ST,Brooklyn
"POINT(-73.94893997655353, 40.817077856814265)",SAINT NICHOLAS PARK,Manhattan
"POINT(-73.95214003542509, 40.79527133841877)",CENTRAL PARK FORT CLINTON,Manhattan
"POINT(-73.9331998195709, 40.794203592273796)",MANHATTAN CENTER-SCIENCE&MATH,Manhattan
"POINT(-73.7933729553188, 40.86804092965637)",PELICAN BAY PLGD,The Bronx
"POINT(-73.97476936524512, 40.76628242851067)",HALLETT NATURE SANCTUARY,Manhattan
"POINT(-73.92030404396114, 40.83277275841632)",FREEMAN NURSING HOME,The Bronx
"POINT(-73.84007300554802, 40.66139473169292)",STARBUCKS COFFEE CROSS BAY BLVD,Queens
"POINT(-74.2102253357486, 40.52497625511655)","ST JOSPH,THMS CNVT",Staten Island
"POINT(-73.95954418471224, 40.79141724835249)",CENTRAL PARK HANDBALL COURTS,Manhattan
"POINT(-73.97951673578065, 40.78980471241204)",DEXTER HOUSE HOTL,Manhattan
"POINT(-73.89777827015716, 40.86519566343145)",ST JAMES PARK,The Bronx
"POINT(-73.99003465356788, 40.72662838359658)",WORK SHOP PLAYERS,Manhattan
"POINT(-73.97604751193711, 40.73978434494902)",EDUCARE EARLY CHILDHOOD CENTER,Manhattan
"POINT(-73.96959590456639, 40.76757430442356)",PAKISTAN MISSION TO UN,Manhattan
"POINT(-73.77929658610317, 40.69299358534724)",ST ALBANS PARK,Queens
"POINT(-74.02261792673737, 40.63901590099597)",PRECINCT 68,Brooklyn
"POINT(-73.79426725944967, 40.863038314225435)",ORCHARD BEACH PLAYGROUND,The Bronx
"POINT(-73.96431478047192, 40.63936994795799)",DORCHESTER SENIOR CENTER,Brooklyn
"POINT(-73.97704388816884, 40.77010995070872)",HECKSHER FIELDS,Manhattan
"POINT(-73.83240544186336, 40.67338385571052)",AQUEDUCT RACETRACK MAIN ENTR,Queens
"POINT(-73.97667622890144, 40.78950940711878)",MURDER INK,Manhattan
"POINT(-73.97082207220855, 40.750298675693024)",MALAYSIA MISSION TO UN,Manhattan
"POINT(-74.0730561372366, 40.6140543876023)",ST JOSEPHS CHURCH ST MARYS AVE,Staten Island
"POINT(-73.92024546490369, 40.83287004384157)",MID-BRONX CCRP HEAD START,The Bronx
"POINT(-73.97011053567913, 40.79160111011795)",BROWNSTONES HOUSES BUILDING 6,Manhattan
"POINT(-73.93709936443297, 40.81389638818717)",DOHMH CENTRAL HARLEM CLINIC,Manhattan
"POINT(-73.97117484107581, 40.750785453799374)",SRI LANKA MISSION,Manhattan
"POINT(-73.97116344868945, 40.75071615763202)",MADAGASCAR CONSULATE & MISSION TO UN,Manhattan
"POINT(-73.943567803996, 40.61043319524715)",COLUMBUS COUNCIL TRIANAGLE,Brooklyn
"POINT(-73.96438067692193, 40.7689513197448)",MALY MISSION,Manhattan
"POINT(-73.97016645946134, 40.79162131707368)",BROWNSTONES HOUSES BUILDING 7,Manhattan
"POINT(-73.96509114016497, 40.77577226440305)",SOPHIE LOEB FOUNTAIN CENTRAL PARK,Manhattan
"POINT(-73.95762908565744, 40.79271348233993)",N MEADOW BASEBALL FIELDS,Manhattan
"POINT(-73.96948483285136, 40.75464375751648)",SIERRA LEONE MISSION TO UN,Manhattan
"POINT(-73.96618622822558, 40.75244996177591)",SURINAM MISION CONSL 26FL,Manhattan
"POINT(-73.97569354674631, 40.74572531582337)",MALTA CONSULATE,Manhattan
"POINT(-74.00633342911941, 40.706616724602135)",TRINIDAD & TOBAGO CONSULATE,Manhattan
"POINT(-73.96998049192173, 40.75345095794752)",BRITISH MISSION 10 FL,Manhattan
"POINT(-73.98880304372646, 40.689896505351285)",BROOKLYN CRIMINAL COURT,Brooklyn
"POINT(-73.90787950836338, 40.734094943672496)",DOS GARAGE QUEENS WEST 6,Queens
"POINT(-73.98866716129076, 40.689851510760064)",SAFE HORIZON BROOKLYN CRIMINAL COURT CC,Brooklyn
"POINT(-73.96166640701587, 40.812452635901735)",MANHATTAN SCHOOL OF MUSIC,Manhattan
"POINT(-73.93351523521066, 40.79382432220789)",MIDDLE SCHOOL 825,Manhattan
"POINT(-73.96428855874328, 40.639353851053954)",PROSPECT PARK TEMPLE ISSAC,Brooklyn
"POINT(-73.86695093049543, 40.66604893163162)",PINK PROJECTS BUILDING 19,Brooklyn
"POINT(-74.1348384992447, 40.62605158226812)",FOREST AVE SHOPPING CTR,Staten Island
"POINT(-73.95980313452148, 40.79104570833824)",CENTRAL PARK NORTH MEADOW BASKETBALL COURTS,Manhattan
"POINT(-74.09566510205748, 40.64259540774549)",CASSIDY-LAFAYETTE HOUSES BUILDING 4,Staten Island
"POINT(-73.97615380310144, 40.7396143143546)",BELLEVUE HOSP R AND S BUILDING,Manhattan
"POINT(-74.21058577634787, 40.52496019889466)",ST JOSEPHS ST THOMAS CHUR,Staten Island
"POINT(-74.00094010497882, 40.75343013993028)",HUDSON YARDS SHOPS AND RESTAURANTS,Manhattan
"POINT(-73.84819471683312, 40.80525831455514)",CLASON POINT PARK,The Bronx
"POINT(-73.9577299656547, 40.78804850022583)",RESERVOIR NORTHEAST,Manhattan
"POINT(-73.95194796529029, 40.79424998522066)",UNTERMYER FOUNTAIN,Manhattan
"POINT(-73.72894406924912, 40.725834241312725)",BREININGER PARK,Queens
"POINT(-73.9936913328552, 40.73450089135881)",NYU SCHOOL OF PROFESSIONAL STUDIES 7 E 12 ST,Manhattan
"POINT(-73.97235740833491, 40.765834372993744)",WIEN WALK,Manhattan
"POINT(-73.97627819083158, 40.73945977536661)",BELLEVUE PRISON WARD,Manhattan
"POINT(-74.1493178182159, 40.59864461747162)",COLL OF SI SPEECH BUILDING,Staten Island
"POINT(-73.8058615620085, 40.593890316221106)",TERRAPENINSULA PRESERVE,Queens
"POINT(-73.97690032969172, 40.70167832717576)",BROOKLYN NAVY YARD - BUILDING 269,Brooklyn
"POINT(-73.96405938521599, 40.78817416966716)",RESERVOIR NORTHWEST,Manhattan
"POINT(-73.97522408918219, 40.77570069128865)",STRAWBERRY FIELDS,Manhattan
"POINT(-74.11210416465056, 40.61757710907595)",CLOVE LAKES PARK COMFORT STATION,Staten Island
"POINT(-73.96994171843568, 40.790278895913126)",CHABAD CHILD CARE TODDLER,Manhattan
"POINT(-73.8213057684082, 40.7461853029325)",PLAYGROUND 146,Queens
"POINT(-73.96398988013576, 40.791852328557866)",CENTRAL PK RUDIN FAMILY PG,Manhattan
"POINT(-73.96643717998283, 40.788444285357755)",CENTRAL PK SAFARI PLGD,Manhattan
"POINT(-73.97002688590972, 40.78308219778799)",SUMMIT ROCK CENTRAL PARK,Manhattan
"POINT(-73.96677852780256, 40.782936774365716)",ARTHUR ROSS PINETUM PG,Manhattan
"POINT(-73.96266698581822, 40.782309301306114)",RESERVOIR SOUTHEAST,Manhattan
"POINT(-73.99983505423887, 40.59692915559589)",BENSONHURST PARK PLAYGROUND,Brooklyn
"POINT(-73.96399327106579, 40.77766219135741)",P HOFFMAN FRIEDMAN PLAYGROUND,Manhattan
"POINT(-73.96836180645778, 40.77369570026534)",PILGRIM HILL CENTRAL PARK,Manhattan
"POINT(-73.92454764764092, 40.8423830230251)",HIGHBRIDGE ADVISORY COUNCIL ECC #3,The Bronx
"POINT(-73.94212308174797, 40.83325154330759)",JUSTICE THURGOOD MARSHALL PLAZA,Manhattan
"POINT(-73.78909723584835, 40.613041673807956)",JO COS CREEK,Queens
"POINT(-74.08098491535786, 40.611728882669496)",THE EIBS POND,Staten Island
"POINT(-73.91064541404346, 40.88797692009107)",HEBREW INSTITUTE OF RIVERDALE,The Bronx
"POINT(-73.80029708847928, 40.70642895806832)",CAMINO SHELTER,Queens
"POINT(-73.80124491208247, 40.71457692995292)",CHAPIN HOME FOR THE AGING,Queens
"POINT(-73.78965014202986, 40.85100221036139)",SEAFOOD CITY RESTAURANT,The Bronx
"POINT(-73.93029750479602, 40.74545351985046)",CPAT LONG ISLAND CITY TESTING SITE,Queens
"POINT(-73.8435197883189, 40.860299857296305)",EAST HAVEN NURSING AND REHAB,The Bronx
"POINT(-73.91717092681932, 40.82392158804947)",EMS DIV 2,The Bronx
"POINT(-74.12986005467857, 40.59259627031357)",EMS DIV 5,Staten Island
"POINT(-73.93187228497375, 40.788944780492656)",RIVEREDGE COMMUNITY HOUSE,Manhattan
"POINT(-73.96668675068919, 40.783415988976984)",CENTRAL PARK ARTHUR ROSS PINETUM,Manhattan
"POINT(-73.95891127692236, 40.7968835644182)",GREAT HILL CENTRAL PARK,Manhattan
"POINT(-73.90646728775852, 40.66110931228627)",SALVATION ARMY BROWNSVILLE DAY CARE,Brooklyn
"POINT(-73.98339870348049, 40.73149143939984)",F 005,Manhattan
"POINT(-73.96375249105677, 40.67118564766958)",INSTITUTE OF ARTS AND SCIENCES,Brooklyn
"POINT(-73.9176125245975, 40.82660829823203)",MELROSE LIBRARY,The Bronx
"POINT(-73.96440825336565, 40.806725953244545)",COLUMBIA UNIVERSITY CARMAN HALL,Manhattan
"POINT(-73.74137556248837, 40.66321706481668)",BROOKVILLE PLAYGROUND,Queens
"POINT(-73.8248780192154, 40.75819568343727)",BOWNE PLAYGROUND,Queens
"POINT(-73.96135979253994, 40.8088729932219)",COLUMBIA UNIVERSITY URIS HALL,Manhattan
"POINT(-73.97013137383037, 40.75335012002982)",FRANCE MISSION TO UN,Manhattan
"POINT(-73.96420468324521, 40.80683015572837)",COLUMBIA UNIVERSITY ALFRED LERNER HALL,Manhattan
"POINT(-73.96131636727294, 40.722298147466134)",INLET PK,Brooklyn
"POINT(-73.95520337811962, 40.7849502594651)",SPENCE SCHOOL LOWER SCHOOL,Manhattan
"POINT(-73.89749042186106, 40.84095102904677)",BATHGATE PLAYGROUND @ CROTONA PARK,The Bronx
"POINT(-73.90864547021782, 40.82473845416255)",GOSPEL HILL BAPTIST CHURCH,The Bronx
"POINT(-73.95780269212737, 40.76700983366142)",LENOX HILL NEIGHBORHOOD HOUSE HEADQUARTERS,Manhattan
"POINT(-73.86797773900156, 40.708023607868796)",REGAL CINEMA ATLAS PARK,Queens
"POINT(-73.90638343395439, 40.6611113887678)",SALVATION ARMY BROWNSVILLE CORPS COMMUNITY CENTER,Brooklyn
"POINT(-73.84699967726517, 40.67676745112465)",OLD SOUTH SCHL,Queens
"POINT(-73.92605924096569, 40.855612268060874)",WASHINGTON HS HISTORICAL,Manhattan
"POINT(-73.92636080613931, 40.85562981334396)",COLLEGE ACADEMY HIGH SCHOOL,Manhattan
"POINT(-74.15013903839866, 40.60542745233468)",CSI WILLOWBRK BLDG 1M,Staten Island
"POINT(-73.92626240523181, 40.8557437578311)",HS FOR MEDIA & COMMUNICATIONS,Manhattan
"POINT(-73.91135944949677, 40.67413453471019)",EMS BC44,Brooklyn
"POINT(-73.97117009849488, 40.800426336524666)",MASTER BUILDING,Manhattan
"POINT(-73.90033680164764, 40.758187420168234)",ST MICHAELS PARK AND PLGD,Queens
"POINT(-74.10760713618369, 40.6155599657459)",WW2 VETS MEMORIAL RINK N,Staten Island
"POINT(-74.19374711378708, 40.58604373402432)",NY SPORTS CLUB WILD AV,Staten Island
"POINT(-73.85896895388872, 40.891011844737214)",EMS BC15,The Bronx
"POINT(-73.87810325375162, 40.673893167022214)",MONTAUK AVENUE GARDEN,Brooklyn
"POINT(-73.92634351464442, 40.8556649411636)",HS FOR LAW & PUBLIC SERVICE,Manhattan
"POINT(-73.97061801726042, 40.76110369353332)",SWEDISH CONSULATE,Manhattan
"POINT(-73.93039862646715, 40.79925042345967)",WAGNER PROJECTS BUILDING 10,Manhattan
"POINT(-73.92623848081287, 40.68283183620475)",NAZARENE CONGREGATIONAL UNITED CHURCH OF CHRIST,Brooklyn
"POINT(-73.98966104790111, 40.768504217347974)",JAY COLLEGE W 56 ST,Manhattan
"POINT(-74.01266392807376, 40.70863942790797)",AMERICAN STOCK EXC,Manhattan
"POINT(-74.21952449497967, 40.55262414788082)",SAINT LUKE'S CEMETERY,Staten Island
"POINT(-73.91792819826753, 40.63213364061397)",DEP PAERDEGAT,Brooklyn
"POINT(-73.92114571994303, 40.86212535156154)",DYCKMAN HOUSES BUILDING 8,Manhattan
"POINT(-73.85342923361127, 40.697871869755744)",FIRE COMMUNICATIONS CENTER,Queens
"POINT(-74.11647921974537, 40.62215400384966)",RICHMOND POND,Staten Island
"POINT(-73.96588809198069, 40.75231619762606)",KENYA CONSULATE,Manhattan
"POINT(-73.89596329675648, 40.667419734417535)",LI BAPTIST PROJECTS BLDG 2,Brooklyn
"POINT(-73.93912505215455, 40.80320782299627)",PARK AVE-E 122 STREET BLDG 1,Manhattan
"POINT(-73.97623740766038, 40.79004276652469)",CONGREGATION BNAI JESHURUN,Manhattan
"POINT(-73.93729310422219, 40.804085560124534)",PATHMARK E 125 ST,Manhattan
"POINT(-73.83030930021565, 40.76591043258565)",LATIMER GARDENS SENIOR CENTER,Queens
"POINT(-74.01590391341712, 40.71558162638146)",BATTERY PARK CITY LIBRARY,Manhattan
"POINT(-73.99572951945282, 40.71991744907464)",E055,Manhattan
"POINT(-74.03136548246613, 40.615210606197465)",ST PATRICKS PLAZA,Brooklyn
"POINT(-73.93713211960072, 40.84135889511535)",ENG 67 FDNY\AUDUBN,Manhattan
"POINT(-73.9433499820476, 40.78728382604818)",METRO NORTH PROJECTS,Manhattan
"POINT(-73.9173324048015, 40.633468655996886)",ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,Brooklyn
"POINT(-73.82751569541966, 40.76176511557277)",MACEDONIA CHILD DEVELOPMENT CENTER,Queens
"POINT(-73.93462247359815, 40.859628144534746)",FORT TRYON PARK COTTAGE PARK OFFICE,Manhattan
"POINT(-73.86377358805635, 40.754269533448635)",THERESE CERVINI HS ANNEX,Queens
"POINT(-73.83200602421995, 40.654185398331)",HOWARD BEACH MOTOR CLUB,Queens
"POINT(-73.93129867568675, 40.69190061421315)",PS 26 NEAR REID AV,Brooklyn
"POINT(-73.9411305909832, 40.785547163238554)",NEW YORK CENTER FOR AUTISM CHARTER SCHOOL,Manhattan
"POINT(-73.93893967384311, 40.80705840225631)",HARLEM CHILDRENS ZONE PROMISE ACADEMY II LOWER ELEMENTARY,Manhattan
"POINT(-73.90449568283113, 40.85957427661767)",DAVIDSON HOTEL,The Bronx
"POINT(-73.9315410192578, 40.69187065344194)",MADIBA PREP MIDDLE SCHOOL,Brooklyn
"POINT(-73.9812436179303, 40.75471450113486)",PRINCETON CLUB,Manhattan
"POINT(-73.94400532305116, 40.78911927880775)",BLAKE HOBBS PLGD,Manhattan
"POINT(-73.93431489577995, 40.66940389098005)",PS 532,Brooklyn
"POINT(-73.93885024262896, 40.80716968254832)",THE URBAN ASSEMBLY SCHOOL FOR GLOBAL COMMERCE,Manhattan
"POINT(-73.97856528315562, 40.75939374347319)",BERLITZ SCHOOL 51 ST,Manhattan
"POINT(-73.82841262137697, 40.65378794482532)",WEST HAMILTON VAC,Queens
"POINT(-73.95850701549153, 40.716292173041126)",WILLIAMSBURG NORTH SIDE PRE-SCHOOL,Brooklyn
"POINT(-73.9960600757903, 40.72990484695886)",NEW YORK UNIVERSITY STEINHARDT SCHOOL OF CULTURE EDUCATION & HUMAN DEVELOPMENT,Manhattan
"POINT(-74.14893834399862, 40.60557215425658)",CSI WILLOWBRK BLDG 2M,Staten Island
"POINT(-73.94314535656021, 40.69519891171055)",VERNON THROOP AVENUE BLOCK ASSOCIATION GARDEN,Brooklyn
"POINT(-73.78798435767257, 40.59720709083764)",OCEAN BAY-BAYSIDE BUILDING 1,Queens
"POINT(-73.97942619299853, 40.75595195925059)",PHILIPPINES CONSULATE & MISSION TO UN,Manhattan
"POINT(-73.9742011452506, 40.755228207199785)",CHASE BANK PARK AV,Manhattan
"POINT(-73.96317480600327, 40.79823647663008)",LA PERLA GARDEN,Manhattan
"POINT(-73.81707846258229, 40.83826478180849)",PROVIDENCE REST CHILD DAYCARE,The Bronx
"POINT(-73.97560785975661, 40.694997836215094)",B.B.C.S. CHILD CARE CENTER,Brooklyn
"POINT(-73.96611637041129, 40.75242145796507)",SAUDI ARABIA CONSL RM 480,Manhattan
"POINT(-74.00732341021528, 40.660630828030214)",PIER 31 ST,Brooklyn
"POINT(-73.98198599515705, 40.76740419941302)",MUSEUM OF ARTS AND DESIGN,Manhattan
"POINT(-73.78571629818254, 40.593396579134456)",OCEAN BAY OCEANSIDE BLDG 2,Queens
"POINT(-73.91597448438262, 40.820672689264256)",NYPD HOUSING BOROUGH BRONX/QUEENS,The Bronx
"POINT(-73.9577760721385, 40.784322577993834)",COOPER-HEWITT MUSEUM,Manhattan
"POINT(-73.93740939600232, 40.68714688361487)",ST MARYS CHRIST CH,Brooklyn
"POINT(-73.87264115504715, 40.66730532803201)",E NY CITY LINE HOUSES BLDG 25,Brooklyn
"POINT(-73.9981170472284, 40.71344566436068)",KIMLAU SQUARE,Manhattan
"POINT(-73.86735140790402, 40.87686002927866)",CITY OF FAITH CHRISTIAN ACADEMY,The Bronx
"POINT(-74.13660894417578, 40.609179509753325)",INGRAM WOODS,Staten Island
"POINT(-73.7858173337381, 40.59405269735615)",OCEAN BAY OCEANSIDE BLDG 3,Queens
"POINT(-73.9725796132239, 40.70561532757885)",BROOKLYN NAVY YARD BUILDING 270,Brooklyn
"POINT(-73.874788209608, 40.789405290527654)",RIKERS ISLAND GRVC,The Bronx
"POINT(-73.88276289850312, 40.792278067130766)",MOTCHAN DETENTION CENTER,The Bronx
"POINT(-73.92819629579307, 40.66184417038781)",RUTLAND TOWER,Brooklyn
"POINT(-73.97585662091075, 40.77075607058859)",CENTRAL PARK SHEEP MEADOW S,Manhattan
"POINT(-73.95386634025895, 40.58016460456632)",JASA MANHATTAN BEACH,Brooklyn
"POINT(-73.78324049122284, 40.675088938056156)",NEW VISIONS CHARTER HIGH SCHOOL FOR ADVANCED MATH & SCIENCE IV,Queens
"POINT(-74.17932985763778, 40.60535184577313)",NEW VENTURES CHARTER HIGH SCHOOL,Staten Island
"POINT(-73.90061908937054, 40.872754086064276)",ST JEMUEL FAMILY DAY CARE,The Bronx
"POINT(-73.75057428251132, 40.609570244268134)",REDFERN EARLY CHILDCARE CENTER,Queens
"POINT(-73.88161037914631, 40.825865837701855)",EAST BRONX NAACP DAY CARE CENTER,The Bronx
"POINT(-73.93526986941552, 40.75488210550381)",QUEENSBRIDGE EARLY CHILDHOOD DEVELOPMENT CENTER,Queens
"POINT(-73.96180478557312, 40.76102310846197)",RENANIM PRESCHOOL,Manhattan
"POINT(-73.85082513667328, 40.85018889523659)",CHARTER HIGH SCHOOL FOR LAW & SOCIAL JUSTICE,The Bronx
"POINT(-73.91027472309251, 40.8750822419759)",ATMOSPHERE CHARTER SCHOOL,Manhattan
"POINT(-73.96369420436139, 40.6078425255985)",YESHIVA ATERET TORAH,Brooklyn
"POINT(-73.95370893954534, 40.582502234738655)",HOLOCAUST MEMORIAL MALL,Brooklyn
"POINT(-73.90750272055385, 40.875824978529465)",MARBLE HILL HOUSES BUILDING 8,The Bronx
"POINT(-73.91303961781445, 40.61632467771845)",FLTBSH PK JEWH CTR,Brooklyn
"POINT(-73.96000395347576, 40.62556642749231)",YESHIVAH OF FLATBUSH HIGH SCHOOL,Brooklyn
"POINT(-73.97128574953102, 40.75563042405865)",ICELAND CONSUL MISION 5FL,Manhattan
"POINT(-73.8921723582648, 40.730333738586275)",MASPETH TOWN HALL PRESCHOOL,Queens
"POINT(-73.9398604891277, 40.83338915497302)",UFBCO DAY CARE CENTER,Manhattan
"POINT(-74.09721665113481, 40.642380673079515)",CASSIDY-LAFAYETTE HOUSES BUILDING 1,Staten Island
"POINT(-73.831006547587, 40.86733422237072)",BAYPORT PLAZA,The Bronx
"POINT(-73.9549161369574, 40.6406895772457)",GOLDEN DAISIES PREP,Brooklyn
"POINT(-73.93461120801074, 40.807763204402455)",HARLEM RIVER PARK LEXINGTON AVE & E 130,Manhattan
"POINT(-73.77980352448004, 40.862574951183895)",CHIMNEY SWEEPS LIGHTED BUOY 1,The Bronx
"POINT(-73.86079144295701, 40.78116574957305)",FLUSHING BAY,Queens
"POINT(-73.8173534334067, 40.864195440387554)",HUTCHINSON RIV,The Bronx
"POINT(-73.91188724689948, 40.67886726189756)",SHIRLEY CHISHOLM DAY CARE CENTER SOMERS ST,Brooklyn
"POINT(-73.79450949161432, 40.80600623944122)",MARITIME COLLEGE QUARTERS 5,The Bronx
"POINT(-73.9536593656495, 40.67739233260355)",WALT L SHEMAL GARDEN,Brooklyn
"POINT(-73.9208419533647, 40.62146824383306)",MARYY QN HEAVEN CH,Brooklyn
"POINT(-73.94344258943558, 40.67386432122376)",BROWER PARK,Brooklyn
"POINT(-73.91527516009702, 40.81291168270304)",BETANCES V HOUSES BUILDING 1,The Bronx
"POINT(-73.83645716528115, 40.86432906075095)",BRONX CHARTER SCHOOL FOR BETTER LEARNING II,The Bronx
"POINT(-73.8377604520934, 40.8257807697684)",GRAND CONCOURSE ACADEMY CHARTER SCHOOL,The Bronx
"POINT(-74.07544404067636, 40.64106125520424)",PO ST GEORGE STATION,Staten Island
"POINT(-73.91733016566154, 40.836722807328385)",ROSALYN YALOW CHARTER SCHOOL,The Bronx
"POINT(-73.98071439409276, 40.76223185245856)",TRANSIT 53 ST BLDG,Manhattan
"POINT(-73.90577369937485, 40.830440855365104)",SOUTH BRONX CLASSICAL CHARTER SCHOOL III,The Bronx
"POINT(-73.94364898728102, 40.611232804877865)",MADISON JEWISH CTR,Brooklyn
"POINT(-73.94679858903784, 40.80268524718124)",BETHEL WAY THE CROSS CHURCH,Manhattan
"POINT(-74.0765268202159, 40.64116401370057)",PROJECT HOSPITALITY CNTR,Staten Island
"POINT(-73.97391316267644, 40.762386523253426)",TRUMP TOWER,Manhattan
"POINT(-73.92179898607726, 40.808956142916664)",SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL,The Bronx
"POINT(-73.99473592134201, 40.632825000408566)",SHOMREI SHABES CONGREGATION,Brooklyn
"POINT(-73.93418212713281, 40.736100337152166)",CITY VIEW MOTOR INN,Queens
"POINT(-73.82558089146625, 40.87496168583127)",BLDG 25 CO-OP CITY,The Bronx
"POINT(-73.9103452289718, 40.79994960726533)",HELLGATE POWER PLANT,The Bronx
"POINT(-73.95349286314189, 40.638762983216836)",KIDS ETC,Brooklyn
"POINT(-73.73730826033787, 40.67562946657596)",ST LUKE CATHEDRAL,Queens
"POINT(-73.95946716781003, 40.68241699013729)",CO-OP SCHOOL PRESCHOOL,Brooklyn
"POINT(-73.9537445944374, 40.67993548564645)",CO-OP ELEMENTARY SCHOOL,Brooklyn
"POINT(-74.0109629320591, 40.64842282333715)",FOURTH AVE METHODIST CHURCH,Brooklyn
